100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	87
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	88
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	90
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	92
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	93
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	94
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	91
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	89
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	86
100	83
100	83
100	83
100	83
100	83
100	83
100	83
